country_code_eurostat,country_code_iso,country_name,is_eu_member,is_aggregate,year,reuse_recycling_rate,reuse_recovery_rate,target_met_recycling,target_met_recovery,target_met,elv_count,elv_weight_tonnes,any_estimated,any_imputed,any_low_reliability,anomaly_type,anomaly_note
LU,LU,Luxembourg,True,False,2014,87.0,95.0,True,True,True,2225,2258.0,False,False,False,,
LU,LU,Luxembourg,True,False,2015,87.0,97.0,True,True,True,1617,1746.0,False,False,False,,
LU,LU,Luxembourg,True,False,2016,86.0,96.0,True,True,True,1854,2063.0,False,False,False,,
LU,LU,Luxembourg,True,False,2017,94.3,96.2,True,True,True,1972,2048.0,False,False,False,,
LU,LU,Luxembourg,True,False,2018,94.1,95.9,True,True,True,3103,3413.0,False,False,False,,
LU,LU,Luxembourg,True,False,2019,96.7,97.8,True,True,True,2827,3471.0,False,False,False,,
LU,LU,Luxembourg,True,False,2020,97.2,98.0,True,True,True,2416,2999.0,False,False,False,,
LU,LU,Luxembourg,True,False,2021,97.1,98.0,True,True,True,2497,3137.0,False,False,False,,
LU,LU,Luxembourg,True,False,2022,96.9,97.9,True,True,True,1533,1925.0,False,False,False,,
LU,LU,Luxembourg,True,False,2023,95.7,98.1,True,True,True,1209,1657.0,False,False,False,,
LV,LV,Latvia,True,False,2006,86.0,86.0,True,False,False,6288,5659.0,False,False,False,,
LV,LV,Latvia,True,False,2007,88.0,91.0,True,False,False,11882,10979.0,False,False,False,,
LV,LV,Latvia,True,False,2008,87.0,89.0,True,False,False,10968,10578.0,False,False,False,,
LV,LV,Latvia,True,False,2009,85.0,86.0,True,False,False,10590,8946.0,False,False,False,,
LV,LV,Latvia,True,False,2010,85.7,86.1,True,False,False,10640,9650.0,False,False,False,,
LV,LV,Latvia,True,False,2011,85.4,86.0,True,False,False,9387,10115.0,False,False,False,,
LV,LV,Latvia,True,False,2012,97.6,97.9,True,True,True,10228,10435.0,False,False,False,,
LV,LV,Latvia,True,False,2013,92.4,92.6,True,False,False,9003,9037.0,False,False,False,,
LV,LV,Latvia,True,False,2014,92.2,92.4,True,False,False,9268,8983.0,False,False,False,,
LV,LV,Latvia,True,False,2015,86.6,87.0,True,False,False,8924,8989.0,False,False,False,,
LV,LV,Latvia,True,False,2016,94.3,94.5,True,False,False,8049,8253.0,False,False,False,,
LV,LV,Latvia,True,False,2017,84.0,84.1,False,False,False,11439,11681.0,False,False,False,,
LV,LV,Latvia,True,False,2018,96.0,96.0,True,True,True,11435,11061.0,False,False,False,,
LV,LV,Latvia,True,False,2019,88.9,89.1,True,False,False,11592,10999.0,False,False,False,,
LV,LV,Latvia,True,False,2020,84.6,84.6,False,False,False,11885,12694.0,False,False,False,,
LV,LV,Latvia,True,False,2021,85.7,85.8,True,False,False,10247,11206.0,False,False,False,,
LV,LV,Latvia,True,False,2022,91.2,91.2,True,False,False,11628,13123.0,False,False,False,,
LV,LV,Latvia,True,False,2023,96.6,96.7,True,True,True,14309,13202.0,False,False,False,,
MT,MT,Malta,True,False,2010,64.2,64.2,False,False,False,330,288.0,False,False,False,,
MT,MT,Malta,True,False,2011,87.0,87.1,True,False,False,2526,2225.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
MT,MT,Malta,True,False,2012,95.8,96.0,True,True,True,2530,2177.0,False,False,True,,
MT,MT,Malta,True,False,2013,91.9,91.9,True,False,False,1198,1050.0,False,False,False,,
MT,MT,Malta,True,False,2014,45.0,45.0,False,False,False,2646,2835.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
MT,MT,Malta,True,False,2015,77.7,77.7,False,False,False,4509,4803.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
MT,MT,Malta,True,False,2016,54.4,54.4,False,False,False,5632,6322.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
MT,MT,Malta,True,False,2017,56.1,56.1,False,False,False,7570,8182.0,False,False,False,,
MT,MT,Malta,True,False,2018,81.0,81.0,False,False,False,7599,7425.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
MT,MT,Malta,True,False,2019,79.2,79.2,False,False,False,6616,7096.0,False,False,False,,
MT,MT,Malta,True,False,2020,90.1,90.1,True,False,False,8108,8350.0,False,False,False,,
MT,MT,Malta,True,False,2021,80.8,80.8,False,False,False,9131,11324.0,False,False,False,,
MT,MT,Malta,True,False,2022,84.1,84.1,False,False,False,6330,8332.0,False,False,False,,
MT,MT,Malta,True,False,2023,62.8,62.8,False,False,False,5350,10238.0,False,False,False,documented,"Reuse+recycling rate dropped from 84.1% (2022) to 62.8% (2023). Cause: material was stockpiled pending export while awaiting more favorable export pricing, rather than a genuine collapse in processing capacity."
NL,NL,Netherlands,True,False,2006,82.5,85.2,False,False,False,192224,179883.0,False,False,False,,
NL,NL,Netherlands,True,False,2007,83.1,85.3,False,False,False,166004,156758.0,False,False,False,,
NL,NL,Netherlands,True,False,2008,84.4,85.6,False,False,False,152175,146316.0,False,False,False,,
NL,NL,Netherlands,True,False,2009,84.1,85.2,False,False,False,191980,187296.0,False,False,False,,
NL,NL,Netherlands,True,False,2010,83.3,95.3,False,True,False,232448,232239.0,False,False,False,,
NL,NL,Netherlands,True,False,2011,83.1,96.2,False,True,False,195052,198173.0,False,False,False,,
NL,NL,Netherlands,True,False,2012,83.7,96.1,False,True,False,187143,191260.0,False,False,False,,
NL,NL,Netherlands,True,False,2013,86.0,95.9,True,True,True,183451,189138.0,False,False,False,,
NL,NL,Netherlands,True,False,2014,86.1,96.0,True,True,True,188487,196215.0,False,False,False,,
NL,NL,Netherlands,True,False,2015,87.7,97.0,True,True,True,167777,174152.0,False,False,False,,
NL,NL,Netherlands,True,False,2016,88.9,98.7,True,True,True,197488,204400.0,False,False,False,,
NL,NL,Netherlands,True,False,2017,87.1,98.7,True,True,True,199506,206489.0,False,False,False,,
NL,NL,Netherlands,True,False,2018,87.1,98.4,True,True,True,214013,223216.0,False,False,False,,
NL,NL,Netherlands,True,False,2019,87.2,98.5,True,True,True,177404,186629.0,False,False,False,,
NL,NL,Netherlands,True,False,2020,88.0,98.3,True,True,True,194982,208631.0,False,False,False,,
NL,NL,Netherlands,True,False,2021,87.3,98.7,True,True,True,197046,210248.0,False,False,False,,
NL,NL,Netherlands,True,False,2022,87.2,98.7,True,True,True,141201,151367.0,False,False,False,,
NL,NL,Netherlands,True,False,2023,88.1,98.7,True,True,True,131896,142843.0,False,False,False,,
NO,NO,Norway,False,False,2006,83.0,84.0,False,False,False,105324,105805.0,False,False,False,,
NO,NO,Norway,False,False,2007,81.4,83.1,False,False,False,95128,95563.0,False,False,False,,
NO,NO,Norway,False,False,2008,82.2,82.7,False,False,False,130018,134179.0,False,False,False,,
NO,NO,Norway,False,False,2009,83.0,86.0,False,False,False,95000,98040.0,False,False,False,,
NO,NO,Norway,False,False,2010,83.9,94.7,False,False,False,112537,116138.0,False,False,False,,
NO,NO,Norway,False,False,2011,73.6,93.3,False,False,False,124563,130066.0,False,False,False,,
NO,NO,Norway,False,False,2012,75.5,93.8,False,False,False,119905,141115.0,False,False,False,,
NO,NO,Norway,False,False,2013,75.4,94.7,False,False,False,141452,163518.0,False,False,False,,
NO,NO,Norway,False,False,2014,82.9,97.5,False,True,False,139920,158389.0,False,False,False,,
NO,NO,Norway,False,False,2015,85.2,96.7,True,True,True,145098,177542.0,False,False,False,,
NO,NO,Norway,False,False,2016,85.2,97.7,True,True,True,142280,176216.0,False,False,False,,
NO,NO,Norway,False,False,2017,86.2,97.2,True,True,True,143664,180884.0,False,False,False,,
NO,NO,Norway,False,False,2018,87.7,97.4,True,True,True,143767,188109.0,False,False,False,,
NO,NO,Norway,False,False,2019,85.2,96.6,True,True,True,144933,190774.0,False,False,False,,
NO,NO,Norway,False,False,2020,87.3,97.2,True,True,True,138203,184583.0,False,False,False,,
NO,NO,Norway,False,False,2021,86.9,96.9,True,True,True,129222,174275.0,False,False,False,,
NO,NO,Norway,False,False,2022,88.2,97.7,True,True,True,117067,163816.0,False,False,False,,
NO,NO,Norway,False,False,2023,88.2,98.2,True,True,True,105444,148761.0,False,False,False,,
PL,PL,Poland,True,False,2006,84.7,85.8,False,False,False,150987,124173.0,False,False,False,,
PL,PL,Poland,True,False,2007,72.8,77.0,False,False,False,171258,150063.0,False,False,False,,
PL,PL,Poland,True,False,2008,79.5,80.1,False,False,False,189871,170100.0,False,False,False,,
PL,PL,Poland,True,False,2009,87.1,88.0,True,False,False,210218,192281.0,False,False,False,,
PL,PL,Poland,True,False,2010,88.8,89.8,True,False,False,259576,217636.0,False,False,False,,
PL,PL,Poland,True,False,2011,89.5,91.5,True,False,False,295152,284307.0,False,False,False,,
PL,PL,Poland,True,False,2012,90.4,92.8,True,False,False,344809,340212.0,False,False,False,,
PL,PL,Poland,True,False,2013,88.6,90.3,True,False,False,402416,401639.0,False,False,False,,
PL,PL,Poland,True,False,2014,85.5,88.0,True,False,False,454737,462202.0,False,False,False,,
PL,PL,Poland,True,False,2015,94.7,97.0,True,True,True,478202,493468.0,False,False,False,,
PL,PL,Poland,True,False,2016,94.3,96.3,True,True,True,380529,395216.0,False,False,False,,
PL,PL,Poland,True,False,2017,95.7,98.6,True,True,True,495805,522299.0,False,False,False,,
PL,PL,Poland,True,False,2018,93.4,95.3,True,True,True,514210,551221.0,False,False,False,,
PL,PL,Poland,True,False,2019,118.8,122.2,True,True,True,450066,555826.0,False,False,False,documented,Reuse+recycling (118.8%) and reuse+recovery (122.2%) rates exceeded 100%. Cause: backlog clearing -- processing of previously stockpiled end-of-life vehicles pushed the year's processed tonnage above the year's newly generated tonnage.
PL,PL,Poland,True,False,2020,106.8,109.0,True,True,True,386826,440183.0,False,False,False,documented,"Reuse+recycling (106.8%) and reuse+recovery (109.0%) rates exceeded 100% again, a smaller continuation of 2019's backlog-clearing pattern."
PL,PL,Poland,True,False,2021,94.6,97.2,True,True,True,445671,517179.0,False,False,False,,
PL,PL,Poland,True,False,2022,95.3,97.7,True,True,True,394193,463347.0,False,False,False,,
PL,PL,Poland,True,False,2023,95.8,97.8,True,True,True,375569,444753.0,False,False,False,,
PT,PT,Portugal,True,False,2006,82.2,86.1,False,False,False,25641,21692.0,False,False,False,,
PT,PT,Portugal,True,False,2007,81.7,85.7,False,False,False,90509,78860.0,False,False,False,,
PT,PT,Portugal,True,False,2008,80.8,87.2,False,False,False,107746,95691.0,False,False,False,,
PT,PT,Portugal,True,False,2009,84.3,86.9,False,False,False,107946,95703.0,False,False,False,,
PT,PT,Portugal,True,False,2010,82.8,86.8,False,False,False,107419,96242.0,False,False,False,,
PT,PT,Portugal,True,False,2011,82.9,87.9,False,False,False,77929,71664.0,False,False,False,,
PT,PT,Portugal,True,False,2012,82.7,87.6,False,False,False,92008,87020.0,False,False,False,,
PT,PT,Portugal,True,False,2013,82.9,90.5,False,False,False,92112,85960.0,False,False,False,,
PT,PT,Portugal,True,False,2014,83.8,92.7,False,False,False,86713,81193.0,False,False,False,,
PT,PT,Portugal,True,False,2015,84.0,92.7,False,False,False,84158,80494.0,False,False,False,,
PT,PT,Portugal,True,False,2016,83.5,92.1,False,False,False,88559,84473.0,False,False,False,,
PT,PT,Portugal,True,False,2017,85.2,93.8,True,False,False,99910,96794.0,False,False,False,,
PT,PT,Portugal,True,False,2018,86.1,94.9,True,False,False,107140,104274.0,False,False,False,,
PT,PT,Portugal,True,False,2019,88.2,96.7,True,True,True,111112,112347.0,False,False,False,,
PT,PT,Portugal,True,False,2020,87.3,98.9,True,True,True,101378,98945.0,False,False,False,,
PT,PT,Portugal,True,False,2021,87.9,95.7,True,True,True,117997,116227.0,False,False,False,,
PT,PT,Portugal,True,False,2022,89.1,92.2,True,False,False,109538,108662.0,False,False,False,,
PT,PT,Portugal,True,False,2023,89.8,94.9,True,False,False,101315,101011.0,False,False,False,,
RO,RO,Romania,True,False,2006,77.1,80.3,False,False,False,21234,17624.0,False,False,False,,
RO,RO,Romania,True,False,2007,83.7,85.7,False,False,False,36363,32007.0,False,False,False,,
RO,RO,Romania,True,False,2008,83.7,86.5,False,False,False,51577,44031.0,False,False,False,,
RO,RO,Romania,True,False,2009,80.1,85.3,False,False,False,55875,48424.0,False,False,False,,
RO,RO,Romania,True,False,2010,80.9,85.5,False,False,False,190790,162276.0,False,False,False,,
RO,RO,Romania,True,False,2011,82.9,86.8,False,False,False,128839,110035.0,False,False,False,,
RO,RO,Romania,True,False,2012,84.0,86.0,False,False,False,57950,50732.0,False,False,False,,
RO,RO,Romania,True,False,2013,83.8,87.4,False,False,False,37989,34566.0,False,False,False,,
RO,RO,Romania,True,False,2014,84.1,88.5,False,False,False,42138,38137.0,False,False,False,,
RO,RO,Romania,True,False,2015,85.1,90.8,True,False,False,41886,38851.0,False,False,False,,
RO,RO,Romania,True,False,2016,85.1,92.1,True,False,False,46572,44637.0,False,False,False,,
RO,RO,Romania,True,False,2017,85.0,92.6,True,False,False,49830,48428.0,False,False,False,,
RO,RO,Romania,True,False,2018,85.2,92.2,True,False,False,67344,66319.0,False,False,False,,
RO,RO,Romania,True,False,2019,85.0,92.4,True,False,False,84621,86126.0,False,False,False,,
RO,RO,Romania,True,False,2020,85.4,91.6,True,False,False,79360,83782.0,False,False,False,,
SE,SE,Sweden,True,False,2006,83.4,85.0,False,False,False,283450,335605.0,False,False,False,,
SE,SE,Sweden,True,False,2007,83.0,90.0,False,False,False,228646,266144.0,False,False,False,,
SE,SE,Sweden,True,False,2008,83.0,91.0,False,False,False,150197,178524.0,False,False,False,,
SE,SE,Sweden,True,False,2009,86.0,90.0,True,False,False,133589,162391.0,False,False,False,,
SE,SE,Sweden,True,False,2010,84.4,91.1,False,False,False,170658,207554.0,False,False,False,,
SE,SE,Sweden,True,False,2011,84.4,90.8,False,False,False,184105,226504.0,False,False,False,,
SE,SE,Sweden,True,False,2012,85.0,90.6,True,False,False,185616,231218.0,False,False,False,,
SE,SE,Sweden,True,False,2013,84.6,91.3,False,False,False,189748,240626.0,False,False,False,,
SE,SE,Sweden,True,False,2014,84.4,91.3,False,False,False,186967,237605.0,False,False,False,,
SE,SE,Sweden,True,False,2015,84.6,96.8,False,True,False,188810,242411.0,False,False,False,,
SE,SE,Sweden,True,False,2016,86.7,94.6,True,False,False,186875,240697.0,False,False,False,,
SE,SE,Sweden,True,False,2017,88.2,97.2,True,True,True,192395,249361.0,False,False,False,,
SE,SE,Sweden,True,False,2018,86.8,95.3,True,True,True,204458,266668.0,False,False,False,,
SE,SE,Sweden,True,False,2019,87.4,96.8,True,True,True,186370,245441.0,False,False,False,,
SE,SE,Sweden,True,False,2020,87.7,96.7,True,True,True,175748,232545.0,False,False,False,,
SE,SE,Sweden,True,False,2021,87.9,96.8,True,True,True,171576,227439.0,False,False,False,,
SE,SE,Sweden,True,False,2022,87.0,97.6,True,True,True,157981,210314.0,False,False,False,,
SE,SE,Sweden,True,False,2023,87.1,97.6,True,True,True,134177,181092.0,False,False,False,,
SI,SI,Slovenia,True,False,2006,76.8,79.6,False,False,False,9418,7810.0,False,False,False,,
SI,SI,Slovenia,True,False,2007,87.2,88.7,True,False,False,8409,6041.0,False,False,False,,
SI,SI,Slovenia,True,False,2008,87.6,89.7,True,False,False,6780,4790.0,False,False,False,,
SI,SI,Slovenia,True,False,2009,84.1,87.3,False,False,False,7043,5428.0,False,False,False,,
SI,SI,Slovenia,True,False,2010,88.6,90.6,True,False,False,6807,5305.0,False,False,False,,
SI,SI,Slovenia,True,False,2011,86.1,90.3,True,False,False,6598,5703.0,False,False,False,,
SI,SI,Slovenia,True,False,2012,100.0,103.0,True,True,True,5447,4528.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
SI,SI,Slovenia,True,False,2014,85.9,91.3,True,False,False,6260,5960.0,False,False,False,,
SI,SI,Slovenia,True,False,2015,90.2,95.6,True,True,True,5980,5679.0,False,False,False,,
SI,SI,Slovenia,True,False,2016,91.6,96.5,True,True,True,7093,7276.0,False,False,False,,
SI,SI,Slovenia,True,False,2017,102.9,109.9,True,True,True,8590,8414.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
SI,SI,Slovenia,True,False,2018,97.6,103.7,True,True,True,12141,11937.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
SI,SI,Slovenia,True,False,2019,89.5,95.4,True,True,True,15182,14657.0,False,False,False,,
SI,SI,Slovenia,True,False,2020,110.1,117.2,True,True,True,15493,15349.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
SI,SI,Slovenia,True,False,2021,90.8,96.9,True,True,True,11574,13196.0,False,False,False,flagged_undiagnosed,Rate exceeds 100% or shows a large year-over-year swing; not independently investigated.
SI,SI,Slovenia,True,False,2022,86.7,93.1,True,False,False,8225,8739.0,False,False,False,,
SI,SI,Slovenia,True,False,2023,88.5,94.3,True,False,False,7960,8658.0,False,False,False,,
SK,SK,Slovakia,True,False,2006,82.8,83.6,False,False,False,15069,11907.0,False,False,False,,
SK,SK,Slovakia,True,False,2007,88.0,88.6,True,False,False,28487,23414.0,False,False,False,,
SK,SK,Slovakia,True,False,2008,88.4,88.8,True,False,False,39769,29885.0,False,False,False,,
SK,SK,Slovakia,True,False,2009,88.8,89.6,True,False,False,67795,54051.0,False,False,False,,
SK,SK,Slovakia,True,False,2010,88.4,90.2,True,False,False,35174,27396.0,False,False,False,,
SK,SK,Slovakia,True,False,2011,93.1,94.6,True,False,False,39171,30341.0,False,False,False,,
SK,SK,Slovakia,True,False,2012,89.9,91.2,True,False,False,33469,26373.0,False,False,False,,
SK,SK,Slovakia,True,False,2013,92.5,93.7,True,False,False,36858,29678.0,False,False,False,,
SK,SK,Slovakia,True,False,2014,94.8,96.0,True,True,True,29175,24710.0,False,False,False,,
SK,SK,Slovakia,True,False,2015,88.4,89.4,True,False,False,26176,23199.0,False,False,False,,
SK,SK,Slovakia,True,False,2016,96.1,97.4,True,True,True,36931,34822.0,False,False,False,,
SK,SK,Slovakia,True,False,2017,95.7,97.5,True,True,True,35328,33183.0,False,False,False,,
SK,SK,Slovakia,True,False,2018,95.1,96.8,True,True,True,39343,38036.0,False,False,False,,
SK,SK,Slovakia,True,False,2019,95.5,97.1,True,True,True,52722,52542.0,False,False,False,,
SK,SK,Slovakia,True,False,2020,95.6,97.1,True,True,True,53355,54853.0,False,False,False,,
SK,SK,Slovakia,True,False,2021,95.6,97.1,True,True,True,40762,42837.0,False,False,False,,
SK,SK,Slovakia,True,False,2022,95.9,97.1,True,True,True,34472,36837.0,False,False,False,,
SK,SK,Slovakia,True,False,2023,95.9,97.3,True,True,True,33597,35636.0,False,False,False,,
